QRID,country,weight,Q1,Q2,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,q9_98,q9_99,Q10a,Q10b,Q10c,Q11,Q13,Q14a,Q14b,QCURRELrec,QCURRELDrec,qdenomautrec,QDENOMBEG,QDENOMDNK,qdenomfinrec,qdenomfrarec,qdenomdeurec,QDENOMIRL,qdenomitarec,qdenomnldrec,QDENOMNOR,qdenomprtrec,qdenomslorec,qdenomesprec,QDENOMSWE,qdenomcherec,qdenomgbrrec,Q15a,Q15b,Q16,Q17,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q20a,Q20b,Q20c,Q20d,Q20e,Q20f,Q20g,Q20h,QCHRELrec,qchdenomautrec,qchdenombegrec,QCHDENOMDNK,qchdenomfinrec,qchdenomfrarec,qchdenomdeurec,qchdenomirlrec,qchdenomitarec,qchdenomnldrec,QCHDENOMNOR,qchdenomprtrec,qchdenomslorec,qchdenomesprec,QCHDENOMSWE,qchdenomcherec,qchdenomgbrrec,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q25a,Q25b,Q26a,Q26b,Q26c,Q26d,Q27,Q29a,Q29b,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q33,Q34a,Q34b,Q34c,Q34d,Q34e,Q36a,Q36b,Q37a,Q37b,Q38a,Q38b,Q39a,Q39b,Q41,Q42a,Q42b,Q42c,Q42d,Q43,Q45a,Q45b,Q45c,Q46a,Q46b,Q46c,Q47,Q48a,Q48b,Q48c,Q49a,Q49b,Q49c,Q49d,Q49e,Q50,Q51,QPTYbAUTa,QPTYbAUTb,QPTYbAUTc,QPTYbAUTd,QPTYbBEGa,QPTYbBEGb,QPTYbBEGc,QPTYbBEGd,QPTYbBEGe,QPTYbBEGf,QPTYbDNKa,QPTYbDNKb,QPTYbDNKc,QPTYbFINa,QPTYbFINb,QPTYbFINc,QPTYbFINd,QPTYbFRAa,QPTYbFRAb,QPTYbFRAc,QPTYbFRAd,QPTYbFRAe,QPTYbDEUa,QPTYbDEUb,QPTYbDEUc,QPTYbDEUd,QPTYbDEUe,QPTYbIRLa,QPTYbIRLb,QPTYbIRLc,QPTYbIRLd,QPTYbITAa,QPTYbITAb,QPTYbITAc,QPTYbITAd,QPTYbITAe,QPTYbNLDa,QPTYbNLDb,QPTYbNLDc,QPTYbNLDd,QPTYbNORa,QPTYbNORb,QPTYbNORc,QPTYbPRTa,QPTYbPRTb,QPTYbPRTc,QPTYbSLOa,QPTYbSLOb,QPTYbSLOc,QPTYbSLOd,QPTYbESPa,QPTYbESPb,QPTYbESPc,QPTYbESPd,QPTYbSWEa,QPTYbSWEb,QPTYbSWEc,QPTYbCHEa,QPTYbCHEb,QPTYbCHEc,QPTYbCHEd,QPTYbGBRa,QPTYbGBRb,QPTYbGBRc,QPTYbGBRd,QGEN,QAGE,QMARRIED,QSPRELrec,QFERT,QHHCH,QCHILDarec,QEDUAUTrec,QEDUBEG,QEDUDNKrec,QEDUFIN,QEDUFRArec,QEDUDEUrec,QEDUIRLrec,QEDUITArec,QEDUNLDrec,QEDUNORrec,QEDUPRTrec,QEDUSLO,QEDUESPrec,QEDUSWErec,QEDUCHErec,QEDUGBRrec,Q52a,Q52b,QINCaAUT,QINCbAUT,QINCaBEG,QINCbBEG,QINCaDNK,QINCbDNK,QINCaFIN,QINCbFIN,QINCaFRA,QINCbFRA,QINCaDEU,QINCbDEU,QINCaIRL,QINCbIRL,QINCaITA,QINCbITA,QINCaNLD,QINCbNLD,QINCaNOR,QINCbNOR,QINCaPRT,QINCbPRT,QINCaSLO,QINCbSLO,QINCaESP,QINCbESP,QINCaSWE,QINCbSWE,QINCaCHE,QINCbCHE,QINCaGBR,QINCbGBR,QINCcGBR,QINCdGBR,QINCeGBR,QINCfGBR,QINCgGBR,QINCcAUT,QINCcBEG,QINCcDNK,QINCcFIN,QINCcFRA,QINCcDEU,QINCcIRL,QINCcITA,QINCcNLD,QINCcNOR,QINCcPRT,QINCcSLO,QINCcESP,QINCcSWE,QINCcCHE,QINChGBR,QINCiGBR,QINCjGBR,QINCkGBR,QIDEOLOGY,QIDEOLOGYa,QIDEOLOGYb,QPTYaAUT,QPTYaBEG,QPTYaDNK,QPTYaFIN,QPTYaFRA,QPTYaDEU,QPTYaIRL,QPTYaITA,QPTYaNLD,QPTYaNOR,QPTYaPRT,QPTYaSLO,QPTYaESP,QPTYaSWE,QPTYaCHE,QPTYaGBR,QPTYAUT,QPTYBEG,QPTYDNK,QPTYFIN,QPTYFRA,QPTYDEU,QPTYIRL,QPTYITA,QPTYNLD,QPTYNOR,QPTYPRT,QPTYSLO,QPTYESP,QPTYSWE,QPTYCHE,QPTYGBR,QCITIZEN1,QBORNrec,qbornmoverec,QBORNcrec,QBORNerec,QS11AUT,QS12AUT,QS11BEG,QS12BEG,QS12DNK,qs12finrec,QS11FRA,QS12FRA,QS11DEU,QS14DEU,QS13IRL,QS11ITA,QS12ITA,QS11NLD,QS12NLD,QS12NOR,QS11PRT,QS12PRT,QS12SLO,QS11ESP,QS12ESP,QS11SWE,QS12SWE,QS12CHE,QS11GBR,ISCED
6198068,6,0.40316126047037215,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,4,1,3,2,1,2, ,1, , , , , , ,2, , , , , , , , , , ,5, ,2,1,2,2,2,2,2,2,4,4,1,4,3,4,4,4,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,3,2, ,2,2,2,2,7,2,2,1,2,2,1,2,2,2,6, ,2,1,1,2, ,1,2,1,2,2, , ,1,1,1,4,3,3,4,2,1,1,1,1,1,1,4,2,2,2,3,3,2,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,4,2,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,31,2,1,1,1,1, , , , , ,4, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,5, , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,10,1, , , , , , , , , , , , , , , ,3
6198077,6,0.29351016688309617,1,2,2,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,2,3,3,2, ,2,92, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,4,4,2,1,3,98,2,2,92, , , , , , , , , , , , , , , , , , , , , , , ,3,1,2,1,3,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,3,1,98,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4,4,2,1,1,1,1,1,1,4,3,3, ,3,1,4,1,4,4,98, , , , , , , , , , , , , , , , , , , , , , ,3,2,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,28,7, ,0, , , , , , , ,5, , , , , , , , , , ,2,2, , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,4, , , , , , , , , , , , , , , ,4, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,5,1, , , , , , , , , , , , , , , ,5
6198078,6,2.4786275811965996,1,1,2,1,2,2,2,2,1,2,4,3,2,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,1,4, ,1, , , , , , ,2, , , , , , , , , , ,2, ,1,1,1,1,2,2,2,2,2,2,2,3,2,1,4,3,1, , , , , ,2, , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,1, ,1,2,1,1,4,98,98,1,2,2,2,2,2,2,3, ,2,2,2,1, ,1,3,3,2,3, , ,1,1,3,3,1,2,1,3,2,2,2,2,2,2,3,1,3,2,1,1,2,1,2,2,1, , , , , , , , , , , , , , , , , , , , , , ,1,3,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,71,1,1,2, , , , , , , ,3, , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,5, , , , , ,3, , , , , , , , , , , , , , , ,3, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,2,1, , , , , , , , , , , , , , , ,3
6198098,6,0.457128237378922,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,2,1,1,2, ,2,9, , , , , , , , , , , , , , , , , ,6, ,3,2,2,2,2,2,2,2,2,4,98,2,2,4,4,4,9, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2, , ,1,2,1,2,2,7,2,2, ,2,2,2,2,2,2,7, ,3,2,2, ,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,3,2,2,2,2,2,2,3,1,2,1,1,1,2,1,1,3,98, , , , , , , , , , , , , , , , , , , , , , ,1,4,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,36,1,1,0, , , , , , , ,4, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,4, , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,3
6198112,6,0.5121199476646707,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,3,1,2,2,1,1, ,1, , , , , , ,8, , , , , , , , , , ,3, ,2,1,2,1,1,1,2,1,3,3,3,3,3,1,1,3,1, , , , , ,8, , , , , , , , , , , , , , , , , ,1,1,2,2,1,2,1,1,1, ,1,2,1,1,5,1,1,2,2,2,1,2,1,1,3, ,2,2,2,1,1, ,2,1,1,1,1,1, , ,2,2,1,2,1,1,1,1,1,1,1,1,4,2,1,2,2,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , ,1,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,51,3,1,0, , , , , , , ,4, , , , , , , , , , ,1,1, , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,2,1, , , , , , , , , , , , , , , ,3
6198118,6,1.3327775409056404,2,2,2,2,1,2,2,2,2,1,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,2, ,1, , , , , , ,2, , , , , , , , , , ,3, ,2,1,2,1,2,2,2,1,1,1,4,3,2,2,4,3,1, , , , , ,2, , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,3,2, ,2,2,2,2,3,2,2,1,2,2,1,1,1,2,5, ,2,1,2,2, ,1,1,1,1,1, , ,1,1,1,4,4,4,4,1,1,1,1,1,1,1,4,2,2,2,4,1,4,1,3,4,1, , , , , , , , , , , , , , , , , , , , , , ,3,1,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,40,1,1,2,1,1, , , , , ,3, , , , , , , , , , ,1,1, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,2,1, , , , , , , , , , , , , , , ,3
6198137,6,0.2705715772176714,1,1,2,2,2,2,2,2,2,1,2,2,2,2, , , , , , , , , , ,3,1,3,2,1,2, ,1, , , , , , ,8, , , , , , , , , , ,5, ,2,1,1,1,1,2,2,2,1,2,3,3,1,1,4,3,1, , , , , ,8, , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,1,2,1, ,2,1,1,2,3,1,1,1,1,1,2,2,2,2,4, ,2,2,2,1,1, ,1,1,2,1,1,1, , ,1,4,3,3,3,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , ,1,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,41,1,1,1,1,1, , , , , ,6, , , , , , , , , , ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,5, , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,6,1, , , , , , , , , , , , , , , ,5
6198143,6,0.7802541423838223,1,1,2,2,2,1,2,2,1,2,2,2,2,2, , , , , , , , , , ,4,4,4,2,1,4, ,1, , , , , , ,2, , , , , , , , , , ,6, ,4,1,2,2,1,2,2,2,4,4,4,2,4,4,1,2,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2, , ,2, , , , , , , ,1,2,2,2,2,2,2,7, ,4,1,1,1, ,1,1,1,1,1, , ,1,1,2,4,4,3,4,3,1,1,1,1,1,1,4,3,3,4,2,1,3,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , ,2,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,87,6, ,0, , , , , , , ,6, , , , , , , , , , ,2,2, , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,9,1, , , , , , , , , , , , , , , ,5
6198149,6,0.4730255353794747,2,2,2,2,2,2,2,2,2,2,4,4,1,1,0,1,0,0,0,0,0,0,0,0,4,4,3,1,2, ,2,92, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,3,4,4,1,4,4,4,2,92, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,1,2,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,1,1,1,2,1,4,3,2, ,3,2,3,3,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,26,2,1,0, , , , , , , ,5, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,6, , , , , ,7, , , , , , , , , , , , , , , ,7, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,13,2, , , , , , , , , , , , , , , ,5
6198223,6,0.392105942082573,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,1,3,1,1,4, ,1, , , , , , ,2, , , , , , , , , , ,5, ,3,1,2,2,2,2,2,2,1,3,4,4,2,4,3,4,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,2,1, ,2,2,2,2,5,2,2,2,2,2,1,2,2,2,6, ,2,1,1,1, ,1,2,1,2,1, , ,1,1,1,4,4,3,3,2,1,1,1,1,1,1,4,2,2,2,4,3,4,1,4,2,1, , , , , , , , , , , , , , , , , , , , , , ,3,1,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,37,1,1,1,1,1, , , , , ,4, , , , , , , , , , ,1,2, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,10,1, , , , , , , , , , , , , , , ,3
6198226,6,0.6637488050439689,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,3,1,1,3, ,1, , , , , , ,2, , , , , , , , , , ,4, ,2,1,2,2,2,2,2,2,1,4,4,4,3,2,3,3,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,1,2,2,2,1,4,2, ,2,1,2,2,5,2,2,2,2,2,1,2,2,2,6, ,2,1,1,2, ,1,2,1,2,1, , ,1,1,2,4,4,3,3,2,1,2,1,1,2,1,3,1,3,2,3,2,4,1,4,2,2, , , , , , , , , , , , , , , , , , , , , , ,3,1,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,1,0, , , , , , , ,4, , , , , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , ,3
6198232,6,1.5404735488405412,1,1,2,2,2,2,2,2,2,2,1,1,1,2, , , , , , , , , , ,4,3,4,1,2, ,2,9, , , , , , , , , , , , , , , , , ,6, ,4,2,2,2,2,2,2,2,1,4,1,1,4,4,1,2,9, , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,1,2,2,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,2,1,1, ,1,1,1,1,2,2,1,1,1,1,2,3,4,4,4,3,2,2,2,2,2,2,4,2,1,1,3,1,4,1,4,1,1, , , , , , , , , , , , , , , , , , , , , , ,1,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,21,3,9,0, , , , , , , ,4, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,5, , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,3
6198265,6,0.392105942082573,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,2,1,2,2,1,2, ,1, , , , , , ,8, , , , , , , , , , ,3, ,2,1,2,2,2,2,2,2,2,1,4,4,2,4,2,4,1, , , , , ,8, , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,1,2,2, ,2,1,1,2,3,1,1,2,1,1,1,2,2,2,3, ,3,1,1,1,1, ,1,1,1,1,1,1, , ,2,4,4,4,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , ,2,1,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,35,1,1,0, , , , , , , ,5, , , , , , , , , , ,1,2, , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,10,1, , , , , , , , , , , , , , , ,5
6198267,6,1.7445900373778778,1,2,2,2,2,1,2,2,2,2,2,1,2,2, , , , , , , , , , ,2,1,2,1,2, ,1,9, , , , , , , , , , , , , , , , , ,6, ,4,1,2,2,2,2,2,2,98,4,1,2,4,4,2,4,1, , , , , ,2, , , , , , , , , , ,2,1,1,2,1,1,2,2,1,2,1,1,1,2, , ,2, , , , , , , , ,2,2,1,1,2,1,7, ,98,1,2,1,1,1,98,98,2,2,1,1,1,1,3,99,1,99,1,3,2,2,2,2,2,2,3,1,2,4,2,1,3,1,2,3,1, , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,35,3,1,0, , , , , , , ,3, , , , , , , , , , ,2,2, , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,99, , , , , , , , , , , , , , , ,97, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , ,3
6198333,6,1.4718817159459994,2,2,2,2,1,2,2,1,2,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,4, ,1, , , , , , ,8, , , , , , , , , , ,3, ,2,1,2,1,2,2,1,1,1,1,4,4,2,2,3,4,1, , , , , ,8, , , , , , , , , , , , , , , , , ,1,2,1,2,1,2,1,2,2, ,2,2,1,2,5,2,2,2,1,2,2,2,1,2,5, ,2,1,2,1,1, ,1,1,1,1,1,1, , ,2,4,4,4,4,2,1,1,1,1,1,1,4,2,2,3,4,1,4,1,3,4,1, , , , , , , , , , , , , , , , , , , , , , ,1,3,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,47,1,1,2,1,1, , , , , ,3, , , , , , , , , , ,1,1, , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,9,1, , , , , , , , , , , , , , , ,3
6198346,6,1.4920455033413467,1,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,1,3, ,1, , , , , , ,2, , , , , , , , , , ,6, ,4,1,2,2,2,2,2,2,4,4,4,2,4,4,1,2,1, , , , , ,2, , , , , , , , , , , , , , , , , ,1,1,1,1,2,1,99, , , , , , , , , , ,3,2,2,1,2,2,2,7, ,2,2,2,2, ,98,1,1,2,1, , ,1,1,2,99,99,99,99,3,99,99,99,99,99,99,4,2,2,3,2,2,2,2,2,99,1, , , , , , , , , , , , , , , , , , , , , , ,99,99,99,99,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,37,1,1,0, , , , , , , ,4, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99, , , , , , , , , , , , , , , ,99, , , , , ,97, , , , , , , , , , , , , , , ,97, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,8,2, , , , , , , , , , , , , , , ,3
6198355,6,0.8229741286276068,2,2,2,2,1,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,2,1,3,2,1,2, ,92, , , , , , , , , , , , , , , , , ,6, ,4,1,2,2,2,2,2,2,3,3,1,2,3,4,3,2,1, , , , , ,2, , , , , , , , , , ,2,2,1,2,1,2,2,2,1,2,1,1,1,2, , ,2, , , , , , , , ,2,2,2,2,2,2,7, ,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,1,1,1,1,1,1,4,3,4, ,3,3,4,1,2,4,1, , , , , , , , , , , , , , , , , , , , , , ,3,1,4,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,24,7, ,0, , , , , , , ,4, , , , , , , , , , ,2,2, , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,7,1, , , , , , , , , , , , , , , ,3
6198387,6,1.80813677017526,1,2,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , ,3,1,3,2,1,3, ,1, , , , , , ,2, , , , , , , , , , ,3, ,2,1,2,2,2,2,2,2,2,4,1,4,4,2,3,4,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,2,2, ,1,2,2,2,6,2,2,2,2,2,2,2,2,2,5, ,2,1,1,1, ,1,2,1,2,1, , ,1,1,2,3,3,4,4,2,1,2,1,1,2,1,4,1,3,2,3,2,4,1,3,2,2, , , , , , , , , , , , , , , , , , , , , , ,4,1,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,1,0, , , , , , , ,3, , , , , , , , , , ,2,2, , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,2,1, , , , , , , , , , , , , , , ,3
6198388,6,1.3435099462392903,1,2,2,2,2,1,2,1,2,2,3,2,1,2, , , , , , , , , , ,3,1,3,1,2, ,2,9, , , , , , , , , , , , , , , , , ,6, ,3,98,2,2,2,2,2,1,1,3,2,4,4,3,3,1,92, , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,1,2,2, , ,1,2,2,2,2,7,2,2, ,2,2,2,2,2,98,7, ,2,1,2, ,1,1,1,1,3,1,1,1,1,1,3,98,3,98,3,3,1,1,2,2,2,2,4,4,3,2,2,1,2,1,1,2,98, , , , , , , , , , , , , , , , , , , , , , ,1,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,28,3,9,1,1,92, , , , , ,2, , , , , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , ,5, , , , , ,2, , , , , , , , , , , , , , , ,4, , , , , , , , , , ,1,1, ,1,97, , , , , , , , ,16,2, , , , , , , , , , , , , , , ,2
6198392,6,0.392105942082573,1,2,2,2,2,1,2,1,2,1,2,2,1,2, , , , , , , , , , ,3,2,4,1,1,3, ,1, , , , , , ,8, , , , , , , , , , ,3, ,3,1,2,2,2,2,2,1,3,3,2,2,3,3,2,2,1, , , , , ,8, , , , , , , , , , , , , , , , , ,1,1,1,2,1,2,1,2,2, ,2,2,1,2,5,2,2,1,2,2,2,1,1,1,5, ,2,2,2,1,1, ,1,1,1,1,1,1, , ,1,3,4,3,3,2,1,1,1,1,98,1,4,2,2,2,3,2,3,2,3,3,1, , , , , , , , , , , , , , , , , , , , , , ,3,2,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,36,1,1,0, , , , , , , ,6, , , , , , , , , , ,2,2, , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,10,1, , , , , , , , , , , , , , , ,5
6198410,6,0.5256021535281078,1,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,3,1,2,1,1,2, ,1, , , , , , ,2, , , , , , , , , , ,3, ,2,1,2,2,1,2,1,2,3,1,3,3,1,1,3,3,1, , , , , ,2, , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,2, ,2,1,1,2,6,98,98,1,2,2,2,2,2,2,4, ,1,1,2,1, ,1,1,1,3,3, , ,1,1,1,3,3,3,2,2,1,1,1,1,1,1,4,1,2,1,1,2,2,2,2,98,1, , , , , , , , , , , , , , , , , , , , , , ,1,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,33,3,1,2, , , , , , , ,5, , , , , , , , , , ,1,1, , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , ,2, , , , , , , , , , , , , , , ,2, , , , , , , , , , ,1,1, ,1,1, , , , , , , , ,1,1, , , , , , , , , , , , , , , ,5
